id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
fe558029,Mark Travers,ie IRL,GK,Bournemouth,23-356,1999,10.5,244,324,75.3,7221,5230,83,83,100.0,82,83,98.8,78,157,49.7,0,0.0,0.0,0.0,0,4,0,0,0,Matches
21512407,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-232,1990,33.1,1752,2454,71.4,33552,15083,758,861,88.0,669,879,76.1,291,591,49.2,6,11.2,10.8,-5.2,101,154,89,26,226,Matches
38ceb24a,Leandro Trossard,be BEL,FW,Arsenal,28-156,1994,7.9,284,369,77.0,4771,1208,135,156,86.5,109,129,84.5,30,49,61.2,8,4.0,3.0,+4.0,17,19,24,5,48,Matches
38ceb24a,Leandro Trossard,be BEL,"FW,MF",Brighton,28-156,1994,14.6,379,529,71.6,6222,1920,199,236,84.3,124,178,69.7,40,63,63.5,2,2.1,2.1,-0.1,23,42,25,7,67,Matches
f315ca93,Kostas Tsimikas,gr GRE,DF,Liverpool,26-362,1996,7.7,410,540,75.9,7248,2050,194,226,85.8,153,188,81.4,54,102,52.9,4,1.5,1.1,+2.5,17,18,6,3,23,Matches
dd549382,Deniz Undav,de GER,"FW,MF",Brighton,26-294,1996,4.6,84,109,77.1,994,214,58,69,84.1,17,21,81.0,2,5,40.0,0,0.8,0.9,-0.8,6,4,3,0,6,Matches
531a4aa8,Yan Valery,tn TUN,DF,Southampton,24-076,1999,0.5,15,23,65.2,213,39,9,10,90.0,4,6,66.7,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
e06683ca,Virgil van Dijk,nl NED,DF,Liverpool,31-305,1991,29.5,2186,2420,90.3,42856,15486,763,817,93.4,1169,1234,94.7,234,329,71.1,1,1.2,1.0,-0.2,6,148,6,0,120,Matches
9f8e9423,Raphaël Varane,fr FRA,DF,Manchester Utd,30-014,1993,18.3,817,952,85.8,15396,4757,266,299,89.0,483,524,92.2,57,106,53.8,0,0.2,0.3,-0.2,4,67,3,0,53,Matches
45963054,Jamie Vardy,eng ENG,FW,Leicester City,36-118,1987,18.8,127,244,52.0,1774,345,64,109,58.7,44,84,52.4,6,14,42.9,4,1.4,0.6,+2.6,14,7,5,1,13,Matches
dad4b285,Joël Veltman,nl NED,DF,Brighton,31-114,1992,22.8,1202,1439,83.5,20804,6841,509,567,89.8,590,672,87.8,82,140,58.6,1,0.6,1.0,+0.4,9,153,11,4,145,Matches
6412cc03,Fabio Vieira,pt POR,MF,Arsenal,22-344,2000,5.3,217,268,81.0,3252,771,121,132,91.7,75,89,84.3,9,23,39.1,2,2.5,1.4,-0.5,11,23,7,2,30,Matches
08eb3b58,Matías Viña,uy URU,DF,Bournemouth,25-181,1997,3.8,105,138,76.1,1555,620,67,72,93.1,35,47,74.5,3,12,25.0,0,0.2,0.1,-0.2,2,6,4,0,12,Matches
b937e490,Rúben Vinagre,pt POR,"DF,MF",Everton,24-030,1999,0.3,15,24,62.5,223,26,7,10,70.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches
8b529245,Carlos Vinícius,br BRA,FW,Fulham,28-045,1995,11.5,110,176,62.5,1367,355,64,92,69.6,30,45,66.7,4,9,44.4,2,0.7,0.8,+1.3,6,10,5,1,13,Matches
1ecb65be,Theo Walcott,eng ENG,"FW,MF",Southampton,34-054,1989,10.0,143,206,69.4,1812,393,96,119,80.7,33,56,58.9,2,8,25.0,1,1.3,1.2,-0.3,11,6,5,2,10,Matches
86dd77d1,Kyle Walker,eng ENG,DF,Manchester City,32-346,1990,17.8,1389,1592,87.2,24358,6962,622,669,93.0,633,698,90.7,119,181,65.7,0,0.2,0.8,-0.2,5,156,7,2,138,Matches
984a5a64,Kyle Walker-Peters,eng ENG,DF,Southampton,26-026,1997,26.4,923,1210,76.3,13543,5386,545,605,90.1,303,403,75.2,45,106,42.5,0,1.2,2.3,-1.2,14,62,27,8,90,Matches
9e525177,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-164,1997,12.9,585,696,84.1,8017,2807,365,393,92.9,165,203,81.3,24,38,63.2,0,1.0,0.9,-1.0,13,43,9,2,48,Matches
d3ce0e89,Danny Ward,wls WAL,GK,Leicester City,29-321,1993,26.0,708,945,74.9,16865,10488,197,199,99.0,352,355,99.2,158,383,41.3,0,0.0,0.0,0.0,0,7,0,0,0,Matches
8a7ff278,Joel Ward,eng ENG,DF,Crystal Palace,33-192,1989,22.1,788,1057,74.6,12648,5744,396,459,86.3,318,397,80.1,51,140,36.4,0,0.2,0.5,-0.2,6,68,8,5,83,Matches
3515d404,James Ward-Prowse,eng ENG,MF,Southampton,28-189,1994,34.5,1606,2047,78.5,27229,8218,777,863,90.0,639,757,84.4,148,330,44.8,3,6.0,5.0,-3.0,72,174,29,15,183,Matches
aed3a70f,Ollie Watkins,eng ENG,FW,Aston Villa,27-130,1995,31.8,368,531,69.3,4398,807,247,324,76.2,77,113,68.1,12,15,80.0,6,3.5,2.4,+2.5,28,23,15,2,35,Matches
c40b6180,Adam Webster,eng ENG,DF,Brighton,28-125,1995,21.3,1470,1669,88.1,27081,9917,547,593,92.2,788,863,91.3,122,175,69.7,0,0.2,0.4,-0.2,6,118,5,1,117,Matches
c4e87b8b,Wout Weghorst,nl NED,"FW,MF",Manchester Utd,30-275,1992,8.1,132,184,71.7,1553,382,85,111,76.6,25,33,75.8,5,12,41.7,1,1.0,1.0,0.0,12,7,1,0,15,Matches
ce5143da,Danny Welbeck,eng ENG,FW,Brighton,32-164,1990,18.5,324,389,83.3,3922,774,205,234,87.6,86,100,86.0,5,11,45.5,3,3.3,1.6,-0.3,24,27,12,0,45,Matches
35e413f1,Ben White,eng ENG,DF,Arsenal,25-213,1997,30.9,1705,2044,83.4,28488,9721,800,879,91.0,771,886,87.0,103,197,52.3,5,3.1,3.5,+1.9,25,201,39,12,232,Matches
4d90ce8c,Harvey White,eng ENG,MF,Tottenham,21-232,2001,0.1,3,8,37.5,54,21,2,3,66.7,0,2,0.0,1,3,33.3,0,0.0,0.0,0.0,0,0,1,1,0,Matches
3f847d95,Joseph Whitworth,eng ENG,GK,Crystal Palace,19-069,2004,2.0,61,83,73.5,1486,886,12,12,100.0,36,37,97.3,13,34,38.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
dd323728,Neco Williams,wls WAL,DF,Nott'ham Forest,22-026,2001,20.9,533,840,63.5,9565,3461,254,307,82.7,196,286,68.5,68,177,38.4,0,1.4,1.2,-1.4,15,29,14,9,33,Matches
8b9ebd03,Willian,br BRA,FW,Fulham,34-273,1988,20.8,613,782,78.4,10406,2113,314,366,85.8,207,254,81.5,73,116,62.9,3,3.9,2.1,-0.9,41,39,24,1,99,Matches
a3b03921,Joe Willock,eng ENG,MF,Newcastle Utd,23-262,1999,26.8,745,912,81.7,11621,2934,419,470,89.1,253,294,86.1,53,81,65.4,6,5.5,4.2,+0.5,34,88,31,8,115,Matches
c596fcb0,Callum Wilson,eng ENG,FW,Newcastle Utd,31-071,1992,18.1,144,215,67.0,1790,300,99,129,76.7,30,40,75.0,4,10,40.0,4,2.4,1.8,+1.6,19,8,6,0,17,Matches
c6dc9ecd,Harry Wilson,wls WAL,FW,Fulham,26-048,1997,9.8,252,333,75.7,4073,864,134,157,85.4,86,106,81.1,20,39,51.3,2,0.7,0.6,+1.3,10,17,7,0,28,Matches
2500cef9,Yoane Wissa,cd COD,FW,Brentford,26-248,1996,15.0,202,293,68.9,2714,527,137,163,84.0,44,67,65.7,10,26,38.5,2,2.3,0.9,-0.3,10,20,8,0,25,Matches
4b803b3c,Maximilian Wöber,at AUT,DF,Leeds United,25-094,1998,11.4,409,582,70.3,7973,3484,147,187,78.6,217,274,79.2,42,100,42.0,0,0.5,0.3,-0.5,5,51,2,1,46,Matches
4e9a0555,Chris Wood,nz NZL,FW,Newcastle Utd,31-153,1991,5.0,66,106,62.3,786,149,40,67,59.7,16,25,64.0,4,5,80.0,0,0.3,0.3,-0.3,3,3,1,0,4,Matches
4e9a0555,Chris Wood,nz NZL,FW,Nott'ham Forest,31-153,1991,4.1,43,71,60.6,581,139,26,43,60.5,14,22,63.6,1,2,50.0,0,0.2,0.1,-0.2,3,5,2,0,7,Matches
a5212312,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-119,1997,21.7,820,1059,77.4,17072,6316,242,295,82.0,442,516,85.7,129,224,57.6,0,0.8,0.6,-0.8,5,69,6,0,62,Matches
e61b8aee,Granit Xhaka,ch SUI,MF,Arsenal,30-224,1992,31.1,1321,1561,84.6,21670,5809,647,729,88.8,524,604,86.8,111,136,81.6,7,5.0,4.0,+2.0,45,142,40,4,192,Matches
c1fe2a48,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-169,1997,17.5,411,528,77.8,6938,1649,181,219,82.6,187,214,87.4,31,56,55.4,2,1.2,0.4,+0.8,7,26,3,0,41,Matches
be927d03,Ashley Young,eng ENG,DF,Aston Villa,37-304,1985,21.2,854,1130,75.6,15191,5890,400,450,88.9,371,459,80.8,74,170,43.5,0,1.0,0.8,-1.0,14,78,18,5,102,Matches
88968486,Illia Zabarnyi,ua UKR,DF,Bournemouth,20-250,2002,0.3,4,5,80.0,120,83,0,0,,2,2,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
b2bc3b1f,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,30-180,1992,24.9,472,613,77.0,6606,1491,302,345,87.5,138,174,79.3,18,36,50.0,2,2.6,2.8,-0.6,25,16,40,3,70,Matches
384d58d9,Denis Zakaria,ch SUI,MF,Chelsea,26-170,1996,4.6,158,179,88.3,2222,571,90,98,91.8,54,56,96.4,5,6,83.3,0,0.0,0.1,0.0,1,8,0,0,6,Matches
e8271ad9,Jordan Zemura,zw ZIM,DF,Bournemouth,23-176,1999,16.2,423,594,71.2,6117,3247,242,284,85.2,133,187,71.1,23,55,41.8,1,1.9,2.1,-0.9,18,32,12,5,45,Matches
51cf8561,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-145,1996,23.5,1652,1911,86.4,27023,7899,808,876,92.2,696,798,87.2,105,148,70.9,2,1.4,2.4,+0.6,19,201,41,4,227,Matches
6622454d,Hakim Ziyech,ma MAR,"FW,MF",Chelsea,30-051,1993,7.0,234,364,64.3,3832,1455,136,155,87.7,71,116,61.2,23,62,37.1,2,1.8,1.5,+0.2,12,19,17,7,39,Matches
ce4246f5,Kurt Zouma,fr FRA,DF,West Ham,28-194,1994,21.6,689,817,84.3,13323,4383,239,263,90.9,359,401,89.5,79,129,61.2,0,0.1,0.1,-0.1,1,19,2,0,30,Matches
79300479,Martin Ødegaard,no NOR,MF,Arsenal,24-143,1998,32.1,1325,1649,80.4,20729,5622,692,792,87.4,473,566,83.6,104,165,63.0,7,7.5,7.3,-0.5,70,128,86,4,247,Matches
